gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpCCAAT-NFYC4			transcription factor, CCAAT-NFYC		Mp1g01960	PlantTFDB. Jin et al., 2017 Jan 4;45(D1):D1040-D1045		doi:10.1093/nar/gkw982	Provisional
MpPKC1			Secondary metabolism enzyme		Mp1g02120				Provisional
Mp1R-MYB10			transcription factor, MYB		Mp1g02190	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpNPR			Salicylic acid related protein, Hormone related protein		Mp1g02380	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpMAX2		MpORE9	F-BOX, Hormone related protein, Strigolactones related protein		Mp1g02580	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpABC1			ABC transporters		Mp1g02590	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGT43.1			Cell wall related protein		Mp1g02600	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGH35.1			Cell wall related protein		Mp1g02660	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGT8.1			Cell wall related protein		Mp1g02740	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
Mpsnf1.1			Chromatin related protein		Mp1g02820	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpDCL1a			miRNA biogenesis protein		Mp1g02840	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpTRIHELIX40			transcription factor, Trihelix		Mp1g03050	PlantTFDB. Jin et al., 2017 Jan 4;45(D1):D1040-D1045		doi:10.1093/nar/gkw982	Provisional
MpHDAC2			Chromatin related protein		Mp1g03060	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpC3H2			transcription factor, C3H		Mp1g03200				Provisional
MpRLK-Pelle_RLCK-Vib			Receptor-like Kinase (RLK)		Mp1g03340	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCER7			Cuticle related protein, Regulation of Cuticle related protein		Mp1g03430	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGT29.1			Cell wall related protein		Mp1g03590	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpLEA-like3			Late-embryogenesis abundant protein		Mp1g03850	Jahan et al., 2018, Plant Phys		doi:10.1104/pp.18.00761	Provisional
MpFLV1			flavodiiron proteins		Mp1g03970	Shimakawa et al., 2017, Plant Physiology		doi:10.1104/pp.16.01038	Provisional
MpSOD1			Superoxido dismutase		Mp1g04300	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpSMC2			Chromatin related protein		Mp1g04330	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpEDS5		MpMATE3	Salicylic acid related protein, Hormone related protein, organic acid biosynthesis and exudation		Mp1g04370	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRLK-Pelle_C-LEC2			Receptor-like Kinase (RLK)		Mp1g04530	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpBromo1			Chromatin related protein		Mp1g04640	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCYP716			Cytochrome P450, Secondary metabolism enzyme		Mp1g04680	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpLTP-like63			Lipid transfer protein		Mp1g04730				Provisional
MpRGI-like		MpLRR-RLK.2	LRR-RLK, peptide receptor		Mp1g04830	Furumizu et al. 2020, BioRxiv		doi:10.1101/2020.06.02.130120	Provisional
MpRHM2	MpRHAMNOSE BIOSYNTHESIS				Mp1g04880				Provisional
MpACOS21			Acyl-CoA synthase, Secondary metabolism enzyme		Mp1g04990				Provisional
MpMAPKKK1			MAP-kinase, MAPKKK		Mp1g05010	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
Mp4CL2			Acyl-CoA synthase, Secondary metabolism enzyme		Mp1g05060				Provisional
MpCYP704-like1			Cytochrome P450, Secondary metabolism enzyme		Mp1g05180	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpPAL10			Secondary metabolism enzyme, Salicylic acid related protein		Mp1g05190	Albert et al. 2018 New Phytologist; Yoshikawa et al. 2018 Phytochemistry		doi:10.1111/nph.15002; doi:10.1016/j.phytochem.2018.07.014	Provisional
MpPAL9			Secondary metabolism enzyme, Salicylic acid related protein		Mp1g05220	Albert et al. 2018 New Phytologist; Yoshikawa et al. 2018 Phytochemistry		doi:10.1111/nph.15002; doi:10.1016/j.phytochem.2018.07.014	Provisional
MpC3H3			transcription factor, C3H		Mp1g05400				Provisional
MpATG18b			Autophagy protein		Mp1g05420	Norizuki et al., 2019, Frontiers in Plant Science		doi:10.3389/fpls.2019.00935	Provisional
Mpsnf1.2			Chromatin related protein		Mp1g05480	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpC3H4			transcription factor, C3H		Mp1g05630				Provisional
MpPL1.1			Cell wall related protein		Mp1g05940	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpOXR5			abiotic stress protein		Mp1g06010	Colombati et. al 2019 JxB		doi:10.1093/jxb/erz147	Provisional
MpASHR1			Chromatin related protein		Mp1g06040	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpKCS1		MpFAE1	Secondary metabolism enzyme, Cuticle related protein		Mp1g06080; Mapoly0005s0001	Albert et al. 2018 New Phytologist		doi:10.1111/nph.15002	Provisional
MpIDS5			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp1g06110	Chen et al. 2018 Critical Reviews in Plant Science		doi.org./10.1080/07352689.2018.1482397	Provisional
MpDOXC1			Secondary metabolism enzyme		Mp1g06210	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
Mpsnf1.3			Chromatin related protein		Mp1g06410	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpOXR4			abiotic stress protein		Mp1g06490	Colombati et. al 2019 JxB		doi:10.1093/jxb/erz147	Provisional
MpRLK-Pelle_RLCK-Xva			Receptor-like Kinase (RLK)		Mp1g06660	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPOD1			Peroxidase		Mp1g06820	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD2			Peroxidase		Mp1g06830	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpHIRA			Chromatin related protein		Mp1g07150	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPLATZ2			transcription factor, PLATZ		Mp1g07250				Provisional
Mpsnf1.4			Chromatin related protein		Mp1g07390	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPLD4			lipid turnover protein		Mp1g07530	Rico et al. 2020 Molecules		doi:10.3390/ijms21218354	Provisional
MpAVP1			Channels		Mp1g07540	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpACOS16			Acyl-CoA synthase, Secondary metabolism enzyme		Mp1g07850				Provisional
MpASHH1			Chromatin related protein		Mp1g07990	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpTAP46			phosphatase		Mp1g08340	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
Mpsnf1.5			Chromatin related protein		Mp1g08410	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGT8.2			Cell wall related protein		Mp1g08450	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpIAR4B			Auxin related protein, Hormone related protein		Mp1g08570	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpSRI2	MpSHORT RHIZOIDS 2				Mp1g08590	Honkanen et al., 2016 Curr Biol		doi:10.1016/j.cub.2016.09.062	Provisional
MpRLK-Pelle_L-LEC1			Receptor-like Kinase (RLK)		Mp1g08790	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPR1a			Salicylic acid related protein, Hormone related protein		Mp1g08990	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPR1b			Salicylic acid related protein, Hormone related protein		Mp1g09000	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpH2A.Z			Chromatin related protein		Mp1g09020	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpC3H5			transcription factor, C3H		Mp1g09040				Provisional
MpHDM2			Chromatin related protein		Mp1g09090	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPOD3			Peroxidase		Mp1g09290	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpABCE1		MpABC2	ABC transporters		Mp1g09350	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpSBG9		MpR2R3-MYB17	transcription factor, MYB		Mp1g09420	Xu et al., 2020 New Phytologist		doi:10.1111/nph.16997	Provisional
MpPP2C_C2			phosphatase		Mp1g09880	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpHAT1			Chromatin related protein		Mp1g10060	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpDSE1					Mp1g10090	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCYP707-like			Cytochrome P450, Secondary metabolism enzyme		Mp1g10110	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpPAL1			Secondary metabolism enzyme, Salicylic acid related protein		Mp1g10150	Albert et al. 2018 New Phytologist; Yoshikawa et al. 2018 Phytochemistry		doi:10.1111/nph.15002; doi:10.1016/j.phytochem.2018.07.014	Provisional
MpC3H6			transcription factor, C3H		Mp1g10300				Provisional
MpNBS-LRR1			NBS genes		Mp1g10650	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP5			phosphatase		Mp1g10720	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRRT3			RG-I rhamnosyltransferases		Mp1g10780	Wachananawat et al. 2020, Frontiers in Plant Sciences		doi:10.3389/fpls.2020.00997	Provisional
MpACOS10			Acyl-CoA synthase, Secondary metabolism enzyme		Mp1g10910				Provisional
MpPKS/CHS1			Secondary metabolism enzyme		Mp1g11030	Albert et al. 2018 New Phytologist		doi:10.1111/nph.15002	Provisional
Mpsnf1.6			Chromatin related protein		Mp1g11040	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpHAT2			Chromatin related protein		Mp1g11060	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpKCR1			Cuticle related protein		Mp1g11150	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH17.1			Cell wall related protein		Mp1g11180	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpABCG26		MpABC3	ABC transporters		Mp1g11250	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpMATE4			organic acid biosynthesis and exudation		Mp1g11450	Rico et al. 2020 Molecules		doi:10.3390/ijms21218354	Provisional
MpOMT1			Secondary metabolism enzyme, O-methyltransferase		Mp1g11530				Provisional
MpACOS5			Acyl-CoA synthase, Secondary metabolism enzyme		Mp1g11670				Provisional
MpDOXC2			Secondary metabolism enzyme		Mp1g11700	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH3.1			Cell wall related protein		Mp1g11940	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGT47.1			Cell wall related protein		Mp1g12090	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGT47.2			Cell wall related protein		Mp1g12100	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpMurG			Peptidoglycan biosynthesis		Mp1g12110	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCPI1			Secondary metabolism enzyme, sterol biosynthesis		Mp1g12340	Romani contributions			Provisional
MpDOXC3			Secondary metabolism enzyme		Mp1g12420	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpAPX4			Ascorbate peroxidase		Mp1g12440	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpDHAR1			dehydroascorbate reductase		Mp1g12540	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpGST13			glutathione S-transferase		Mp1g12720	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpATG5			Autophagy protein		Mp1g12840	Norizuki et al., 2019, Frontiers in Plant Science		doi:10.3389/fpls.2019.00935	Provisional
MpRLK-Pelle_L-LEC2			Receptor-like Kinase (RLK)		Mp1g13200	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpDFR-like1			Secondary metabolism enzyme		Mp1g13460				Provisional
MpGT77.1			Cell wall related protein		Mp1g13560	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPP2C_J			phosphatase		Mp1g13620	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpMpSTR1			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp1g13820				Provisional
MpGH16.1			Cell wall related protein		Mp1g13990	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpCER3b			Cuticle related protein		Mp1g14000	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCER3a			Cuticle related protein		Mp1g14030	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpSMR			Cell cycle related protein		Mp1g14080	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpExpansin1			Cell wall related protein		Mp1g14140	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpCYP78-like1			Cytochrome P450, Secondary metabolism enzyme		Mp1g14150	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpATG4			Autophagy protein		Mp1g14510	Norizuki et al., 2019, Frontiers in Plant Science		doi:10.3389/fpls.2019.00935	Provisional
MpDWF1-like			Secondary metabolism enzyme, sterol biosynthesis		Mp1g14660	Romani contributions			Provisional
MpPMT.1			Cell wall related protein		Mp1g14930	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpFRO1			Fe homeostasis protein		Mp1g14960	Lo et al., 2016 New Phytologists		doi:10.1111/nph.13922	Provisional
MpPOD4			Peroxidase		Mp1g14980	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpRLK-Pelle_CR4L1			Receptor-like Kinase (RLK)		Mp1g15040	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPR5a			Pathogen related		Mp1g15130	Gimenez-Ibanez et al., 2019 Curr Biol		doi:10.1016/j.cub.2019.05.079	Provisional
MpRRT1			RG-I rhamnosyltransferases		Mp1g15230	Wachananawat et al. 2020, Frontiers in Plant Sciences		doi:10.3389/fpls.2020.00997	Provisional
MpRING1B1			Chromatin related protein		Mp1g15380	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRING1B2			Chromatin related protein		Mp1g15390	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRING1B3			Chromatin related protein		Mp1g15400	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRING1A			Chromatin related protein		Mp1g15680	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCDC20_2			Cell cycle related protein		Mp1g15730	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpATXR1			Chromatin related protein		Mp1g15800	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCYP815A1			Cytochrome P450, Secondary metabolism enzyme		Mp1g15990	Nelson et al., 2018, BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpLTP-like64			Lipid transfer protein		Mp1g16200				Provisional
MpLTPG4			Lipid transfer protein, Cuticle related protein		Mp1g16210				Provisional
MpIBR5			Auxin related protein, Hormone related proteins		Mp1g16230	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH17.2			Cell wall related protein		Mp1g16260	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpCMK			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp1g16290	Chen et al. 2018 Critical Reviews in Plant Science		doi.org./10.1080/07352689.2018.1482397	Provisional
MpMATE8			organic acid biosynthesis and exudation		Mp1g16390	Rico et al. 2020 Molecules		doi:10.3390/ijms21218354	Provisional
MpCupin1			Cupin		Mp1g16410				Provisional
MpIPT1			Hormone related protein, cytokinin related protein, cytokinin related protein biosynthesis		Mp1g16480	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCupin2			Cupin		Mp1g16650				Provisional
MpMraY			phospho-N-acetylmuramoyl-pentapeptide-transferase. peptidoglycan biosynthesis related		Mp1g16690	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCCAAT-NFYC5			transcription factor, CCAAT-NFYC		Mp1g16880	PlantTFDB. Jin et al., 2017 Jan 4;45(D1):D1040-D1045		doi:10.1093/nar/gkw982	Provisional
MpDFR-like2			Secondary metabolism enzyme		Mp1g16900				Provisional
MpPMT.2			Cell wall related protein		Mp1g16920	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpATG18a			Autophagy protein		Mp1g16930	Norizuki et al., 2019, Frontiers in Plant Science		doi:10.3389/fpls.2019.00935	Provisional
Mpsnf1.7			Chromatin related protein		Mp1g17010	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpTHIO			programmed cell death marker		Mp1g17170	Gimenez-Ibanez et al., 2019 Curr Biol		doi:10.1016/j.cub.2019.05.079	Provisional
MpACS2	1-AMINOCYCLOPROPANE-1-CARBOXYLATE SYNTHASE 2	MpACS-RELATE	1-aminocyclopropane-1-carboxylate synthase 2, ethylene related		Mp1g17180; Mapoly0001s0058	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15; Li et al., 2020 Nature Plants	28985561; 33106638	10.1016/j.cell.2017.09.030; 10.1038/s41477-020-00784-y	Published
MpCYP829-like1			Cytochrome P450, Secondary metabolism enzyme		Mp1g17310	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpGT47.3			Cell wall related protein		Mp1g17340	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGT47.4			Cell wall related protein		Mp1g17370	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpCE8.2			Cell wall related protein		Mp1g17560	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpMDHAR1			monodehydroascorbate reductase		Mp1g17590	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpMCM3			Chromatin related protein		Mp1g17650	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpATXR2			Chromatin related protein		Mp1g17790	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCYP704-like2			Cytochrome P450, Secondary metabolism enzyme		Mp1g17830	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpAGO1			miRNA biogenesis protein		Mp1g18110	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCER10			Cuticle related protein		Mp1g18200	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpSQE	MpSQUALENE EPOXIDASE		Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp1g18410	Honkanen et al., 2016 Curr Biol		doi:10.1016/j.cub.2016.09.062	Provisional
MpCupin3			Cupin		Mp1g18470				Provisional
MpABC4			ABC transporter		Mp1g18530				Provisional
Mpsnf1.8			Chromatin related protein		Mp1g18560	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPI4KA2	PHOSPHATIDYLINOSITOL 4-KINASE III ALPHA 2				Mp1g18900				Provisional
MpPRPL	MpPLASTID RIBOSOMAL PROTEIN LARGE SUBUNIT				Mp1g18940	Honkanen et al., 2016 Curr Biol		doi:10.1016/j.cub.2016.09.062	Provisional
MpGT77.2			Cell wall related protein		Mp1g18970	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpZIP1			Fe homeostasis protein		Mp1g19040				Provisional
MpPLD7			lipid turnover protein		Mp1g19150	Rico et al. 2020 Molecules		doi:10.3390/ijms21218354	Provisional
MpGT29.2			Cell wall related protein		Mp1g19260	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpCYP823A1			Cytochrome P450, Secondary metabolism enzyme		Mp1g19500	Nelson et al., 2018, BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpPUX	PLANT UBX DOMAIN-CONTAINING PROTEIN		lipid droplets associated protein		Mp1g19520	De Vries et al. 2020 Trends in Plant Sci		doi:10.1016/j.tplants.2020.07.017	Provisional
MpGST8			glutathione S-transferase		Mp1g19620	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpABC5			ABC transporter		Mp1g19940				Provisional
MpERF24			transcription factor, AP2/ERF		Mp1g20040	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpDBR			Secondary metabolism enzyme		Mp1g20080	Wu et al., 2018 Molecules		doi:10.3390/molecules23071630	Provisional
MpILR			Hormone related protein, Auxin related protein		Mp1g20090	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpHDAC3			Chromatin related protein		Mp1g20110	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGT64.1			Cell wall related protein		Mp1g20130	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpMKK2			MAP-kinase, MAPKK		Mp1g20240	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpBromo2			Chromatin related protein		Mp1g20280	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPPO1			Secondary metabolism enzyme		Mp1g20430	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpGH91			Cell wall related protein		Mp1g20540	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpNBS-LRR2			NBS genes		Mp1g20580	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCAS1			Secondary metabolism enzyme, sterol biosynthesis, lipid droplets		Mp1g20630	Romani contributions			Provisional
MpGR2			glutathione reductase		Mp1g20690	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpMAPKKK2			MAP-kinase, MAPKKK		Mp1g20720	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH16.2			Cell wall related protein		Mp1g20870	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpTIP1			Major intrinsic protein		Mp1g20890	Becker et al., JXB 2020		doi:10.1093/jxb/eraa105	Provisional
MpCache1			Histidine-kinases		Mp1g21090	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
