"Tag"	"No."	"Gene"	"Name"	"GeneName"	"annots"
"Mpcki1_Rep.Up"	225	"Mp5g19330"	""	""	"[PTHR31087:SF91]: PROTEIN LURP-ONE-RELATED 1-RELATED;
[PTHR31087];
[PF04525]: LURP-one-related"
"Mpcki1_Rep.Up"	226	"Mp5g19690"	""	""	"[K03671]: trxA; thioredoxin 1;
[KOG0907]: Thioredoxin; [O];
[PTHR10438]: THIOREDOXIN;
[PTHR10438:SF431]: THIOREDOXIN;
[PF00085]: Thioredoxin"
"Mpcki1_Rep.Up"	227	"Mp5g19710"	""	""	"[K19761]: GGACT; gamma-glutamylaminecyclotransferase [EC:2.3.2.-];
[KOG4450]: Uncharacterized conserved protein; [S];
[PTHR12510:SF4]: GAMMA-GLUTAMYLAMINECYCLOTRANSFERASE;
[PTHR12510]: TROPONIN C-AKIN-1 PROTEIN;
[PF06094]: Gamma-glutamyl cyclotransferase, AIG2-like"
"Mpcki1_Rep.Up"	228	"Mp5g19920"	""	""	"[KOG2504]: Monocarboxylate transporter; N-term missing; [G];
[PTHR21576:SF22]: F25A4.25 PROTEIN;
[PTHR21576]: UNCHARACTERIZED NODULIN-LIKE PROTEIN;
[PF06813]: Nodulin-like"
"Mpcki1_Rep.Up"	229	"Mp5g21680"	"MpLOX4"	"Mp5g21680 [MpLOX4]"	"[K15718]: LOX1_5; linoleate 9S-lipoxygenase [EC:1.13.11.58];
[PTHR11771:SF170]: LIPOXYGENASE-2;
[PTHR11771]: LIPOXYGENASE;
[PF01477]: PLAT/LH2 domain;
[PF00305]: Lipoxygenase"
"Mpcki1_Rep.Up"	230	"Mp5g23220"	""	""	"[PTHR45631]: OS07G0107800 PROTEIN-RELATED;
[PF12819]: Malectin-like domain"
"Mpcki1_Rep.Up"	231	"Mp5g23390"	""	""	"[K01206]: FUCA; alpha-L-fucosidase [EC:3.2.1.51];
[KOG3340]: Alpha-L-fucosidase; [G];
[PTHR10030]: ALPHA-L-FUCOSIDASE;
[PTHR10030:SF40]: PLASMA ALPHA-L-FUCOSIDASE;
[PF01120]: Alpha-L-fucosidase;
[PF16757]: Alpha-L-fucosidase C-terminal domain"
"Mpcki1_Rep.Up"	232	"Mp5g24130"	""	""	"[K01590]: hdc, HDC; histidine decarboxylase [EC:4.1.1.22];
[KOG0629]: Glutamate decarboxylase and related proteins; N-term missing; C-term missing; [E];
[PTHR46101];
[PTHR46101:SF2]: SERINE DECARBOXYLASE"
"Mpcki1_Rep.Up"	233	"Mp6g01420"	""	""	"[K07222]: K07222; putative flavoprotein involved in K+ transport;
[KOG1399]: Flavin-containing monooxygenase; C-term missing; [Q];
[PTHR43539:SF68]: FLAVIN-BINDING MONOOXYGENASE-LIKE PROTEIN (AFU_ORTHOLOGUE AFUA_4G09220);
[PTHR43539]: FLAVIN-BINDING MONOOXYGENASE-LIKE PROTEIN (AFU_ORTHOLOGUE AFUA_4G09220);
[PF13738]: Pyridine nucleotide-disulphide oxidoreductase"
"Mpcki1_Rep.Up"	234	"Mp6g01750"	""	""	"[PTHR33591:SF4]: OS08G0114100 PROTEIN;
[PTHR33591]: BETA-CAROTENE ISOMERASE D27;
[PF13225]: Domain of unknown function (DUF4033)"
"Mpcki1_Rep.Up"	235	"Mp6g02160"	""	""	""
"Mpcki1_Rep.Up"	236	"Mp6g02170"	""	""	"[KOG4412]: 26S proteasome regulatory complex, subunit PSMD10; [O];
[KOG0507]: CASK-interacting adaptor protein (caskin) and related proteins with ankyrin repeats and SAM domain; C-term missing; [T];
[PTHR24178]: MOLTING PROTEIN MLT-4;
[PF12796]: Ankyrin repeats (3 copies);
[PF13637]: Ankyrin repeats (many copies);
[PF13962]: Domain of unknown function;
[PF00023]: Ankyrin repeat"
"Mpcki1_Rep.Up"	237	"Mp6g02590"	"MpCUCA|MpNAC2"	"Mp6g02590 [MpCUCA|MpNAC2]"	"[PTHR31744:SF114]: PROTEIN CUP-SHAPED COTYLEDON 2;
[PTHR31744]: PROTEIN CUP-SHAPED COTYLEDON 2-RELATED;
[PF02365]: No apical meristem (NAM) protein"
"Mpcki1_Rep.Up"	238	"Mp6g02830"	"MpLD3"	"Mp6g02830 [MpLD3]"	"[PTHR35508]: VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT;
[PTHR35508:SF1]: VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT"
"Mpcki1_Rep.Up"	239	"Mp6g04030"	""	""	"[K01537]: ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10];
[KOG0204]: Calcium transporting ATPase; [P];
[PTHR24093:SF462]: CALCIUM-TRANSPORTING ATPASE 11, PLASMA MEMBRANE-TYPE-RELATED;
[PTHR24093]: CATION TRANSPORTING ATPASE;
[PF00690]: Cation transporter/ATPase, N-terminus;
[PF13246]: Cation transport ATPase (P-type);
[PF00122]: E1-E2 ATPase;
[PF00702]: haloacid dehalogenase-like hydrolase;
[PF00689]: Cation transporting ATPase, C-terminus"
"Mpcki1_Rep.Up"	240	"Mp6g04610"	"MpFTPSL10|MpMTPSL13"	"Mp6g04610 [MpFTPSL10|MpMTPSL13]"	"[PF06330]: Trichodiene synthase (TRI5)"
"Mpcki1_Rep.Up"	241	"Mp6g06680"	""	""	"[K02113]: ATPF1D, atpH; F-type H+-transporting ATPase subunit delta;
[KOG1662]: Mitochondrial F1F0-ATP synthase, subunit OSCP/ATP5; N-term missing; [C];
[PTHR11910]: ATP SYNTHASE DELTA CHAIN;
[PF00213]: ATP synthase delta (OSCP) subunit"
"Mpcki1_Rep.Up"	242	"Mp6g07310"	""	""	""
"Mpcki1_Rep.Up"	243	"Mp6g07320"	""	""	"[K01673]: cynT, can; carbonic anhydrase [EC:4.2.1.1];
[KOG1578]: Predicted carbonic anhydrase involved in protection against oxidative damage; [P];
[PTHR11002]: CARBONIC ANHYDRASE;
[PTHR11002:SF56]: BETA CARBONIC ANHYDRASE 2, CHLOROPLASTIC;
[PF00484]: Carbonic anhydrase"
"Mpcki1_Rep.Up"	244	"Mp6g07540"	"MpDHN1"	"Mp6g07540 [MpDHN1]"	"[PTHR33346:SF38]: COLD-ACCLIMATION SPECIFIC PROTEIN 31;
[PTHR33346]: DEHYDRIN XERO 2-RELATED;
[PF00257]: Dehydrin"
"Mpcki1_Rep.Up"	245	"Mp6g07560"	"MpLEA-like48"	"Mp6g07560 [MpLEA-like48]"	"[KOG4744]: Uncharacterized conserved protein; [S];
[PTHR47372]: DAUER UP-REGULATED-RELATED;
[PTHR47372:SF11]: DAUER UP-REGULATED-RELATED"
"Mpcki1_Rep.Up"	246	"Mp6g07580"	""	""	"[K03977]: engA, der; GTPase"
"Mpcki1_Rep.Up"	247	"Mp6g07890"	"MpTMT"	"Mp6g07890 [MpTMT]"	"[KOG0254]: Predicted transporter (major facilitator superfamily); N-term missing; [R];
[PTHR48021:SF51]: MONOSACCHARIDE-SENSING PROTEIN 2;
[PTHR48021];
[PF00083]: Sugar (and other) transporter"
"Mpcki1_Rep.Up"	248	"Mp6g08210"	""	""	"[KOG0717]: Molecular chaperone (DnaJ superfamily); C-term missing; [O];
[PTHR45090]: CHAPERONE PROTEIN DNAJ 20 CHLOROPLASTIC;
[PTHR45090:SF4]: CHAPERONE PROTEIN DNAJ 20, CHLOROPLASTIC;
[PF00226]: DnaJ domain"
"Mpcki1_Rep.Up"	249	"Mp6g08810"	""	""	"[PTHR33829]: OSJNBA0044M19.10 PROTEIN;
[PTHR33829:SF2]: OSJNBA0044M19.10 PROTEIN"
"Mpcki1_Rep.Up"	250	"Mp6g09630"	""	""	"[K17893]: AOX1, AOX2; ubiquinol oxidase [EC:1.10.3.11];
[PTHR31803]: ALTERNATIVE OXIDASE;
[PTHR31803:SF7]: UBIQUINOL OXIDASE 3, MITOCHONDRIAL;
[PF01786]: Alternative oxidase"
"Mpcki1_Rep.Up"	251	"Mp6g09900"	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mpcki1_Rep.Up"	252	"Mp6g10660"	""	""	"[PTHR10587:SF105]: CHITIN DEACETYLASE 1-RELATED;
[PTHR10587]: GLYCOSYL TRANSFERASE-RELATED;
[PF01522]: Polysaccharide deacetylase"
"Mpcki1_Rep.Up"	253	"Mp6g11340"	"MpLEA-like49"	"Mp6g11340 [MpLEA-like49]"	""
"Mpcki1_Rep.Up"	254	"Mp6g12340"	""	""	""
"Mpcki1_Rep.Up"	255	"Mp6g12480"	""	""	"[K14689]: SLC30A2, ZNT2; solute carrier family 30 (zinc transporter), member 2;
[KOG1484]: Putative Zn2+ transporter MSC2 (cation diffusion facilitator superfamily); [P];
[PTHR11562:SF88]: METAL TOLERANCE PROTEIN A1;
[PTHR11562]: CATION EFFLUX PROTEIN/ ZINC TRANSPORTER;
[PF01545]: Cation efflux family"
"Mpcki1_Rep.Up"	256	"Mp6g12820"	""	""	"[K21804]: METTL21A; protein N-lysine methyltransferase METTL21A [EC:2.1.1.-];
[KOG2793]: Putative N2,N2-dimethylguanosine tRNA methyltransferase; N-term missing; [A];
[PTHR14614:SF123]: OSJNBA0070O11.4 PROTEIN;
[PTHR14614]: HEPATOCELLULAR CARCINOMA-ASSOCIATED ANTIGEN;
[PF10294]: Lysine methyltransferase"
"Mpcki1_Rep.Up"	257	"Mp6g13040"	""	""	""
"Mpcki1_Rep.Up"	258	"Mp6g13230"	""	""	""
"Mpcki1_Rep.Up"	259	"Mp6g14420"	""	""	"[K15113]: SLC25A28_37, MFRN; solute carrier family 25 (mitochondrial iron transporter), member 28/37;
[KOG0760]: Mitochondrial carrier protein MRS3/4; [C];
[PTHR45758]: MITOFERRIN-1-RELATED;
[PTHR45758:SF11]: MITOCHONDRIAL CARRIER PROTEIN, EXPRESSED;
[PF00153]: Mitochondrial carrier protein"
"Mpcki1_Rep.Up"	260	"Mp6g14720"	""	""	""
"Mpcki1_Rep.Up"	261	"Mp6g14900"	""	""	"[KOG0472]: Leucine-rich repeat protein; [S];
[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48004]: OS01G0149700 PROTEIN;
[PTHR48004:SF2]: TYROSINE-SULFATED GLYCOPEPTIDE RECEPTOR 1-RELATED;
[PF08263]: Leucine rich repeat N-terminal domain;
[PF13855]: Leucine rich repeat;
[PF13516]: Leucine Rich repeat"
"Mpcki1_Rep.Up"	262	"Mp6g15150"	"MpCE8.12"	"Mp6g15150 [MpCE8.12]"	"[PTHR31707:SF271]: PECTINESTERASE/PECTINESTERASE INHIBITOR 64-RELATED;
[PTHR31707]: PECTINESTERASE;
[PF01095]: Pectinesterase;
[PF04043]: Plant invertase/pectin methylesterase inhibitor"
"Mpcki1_Rep.Up"	263	"Mp6g15610"	"MpDHN3"	"Mp6g15610 [MpDHN3]"	""
"Mpcki1_Rep.Up"	264	"Mp6g16160"	""	""	"[KOG0053]: Cystathionine beta-lyases/cystathionine gamma-synthases; [E];
[PTHR11808]: TRANS-SULFURATION ENZYME FAMILY MEMBER;
[PTHR11808:SF80]: CYSTATHIONINE BETA LYASE;
[PF01053]: Cys/Met metabolism PLP-dependent enzyme"
"Mpcki1_Rep.Up"	265	"Mp6g16280"	""	""	"[KOG1603]: Copper chaperone; [P];
[PTHR22814:SF272];
[PTHR22814]: COPPER TRANSPORT PROTEIN ATOX1-RELATED"
"Mpcki1_Rep.Up"	266	"Mp6g16800"	"MpWRKY14"	"Mp6g16800 [MpWRKY14]"	"[PTHR31282]: WRKY TRANSCRIPTION FACTOR 21-RELATED;
[PTHR31282:SF99]: OS05G0321900 PROTEIN;
[PF03106]: WRKY DNA -binding domain"
"Mpcki1_Rep.Up"	267	"Mp6g17520"	""	""	"[KOG1187]: Serine/threonine protein kinase; [T];
[KOG0444]: Cytoskeletal regulator Flightless-I (contains leucine-rich and gelsolin repeats); C-term missing; [Z];
[PTHR48006]: LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED;
[PF13855]: Leucine rich repeat;
[PF12819]: Malectin-like domain;
[PF00069]: Protein kinase domain"
"Mpcki1_Rep.Up"	268	"Mp6g18780"	""	""	"[PTHR31279:SF55];
[PTHR31279]: PROTEIN EXORDIUM-LIKE 5;
[PF04674]: Phosphate-induced protein 1 conserved region"
"Mpcki1_Rep.Up"	269	"Mp6g19140"	""	""	"[K03639]: moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22];
[KOG2876]: Molybdenum cofactor biosynthesis pathway protein; [H];
[PTHR22960:SF0]: MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN 1;
[PTHR22960]: MOLYBDOPTERIN COFACTOR SYNTHESIS PROTEIN A;
[PF06463]: Molybdenum Cofactor Synthesis C;
[PF13353]: 4Fe-4S single cluster domain;
[PF04055]: Radical SAM superfamily"
"Mpcki1_Rep.Up"	270	"Mp6g20600"	""	""	""
"Mpcki1_Rep.Up"	271	"Mp6g21320"	""	""	"[K11153]: RDH12; retinol dehydrogenase 12 [EC:1.1.1.300];
[KOG1208]: Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases); [Q];
[PTHR24320:SF205]: NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN-RELATED;
[PTHR24320]: RETINOL DEHYDROGENASE;
[PF00106]: short chain dehydrogenase"
"Mpcki1_Rep.Up"	272	"Mp7g02140"	""	""	""
"Mpcki1_Rep.Up"	273	"Mp7g02200"	""	""	"[KOG3668]: Phosphatidylinositol transfer protein; [IT];
[PTHR23054]: UNCHARACTERIZED;
[PTHR23054:SF53]: OS06G0704100 PROTEIN;
[PF04784]: Protein of unknown function, DUF547;
[PF02121]: Phosphatidylinositol transfer protein"
"Mpcki1_Rep.Up"	274	"Mp7g02450"	"MpZIP5"	"Mp7g02450 [MpZIP5]"	"[K14709]: SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3;
[KOG1558]: Fe2+/Zn2+ regulated transporter; [P];
[PTHR11040]: ZINC/IRON TRANSPORTER;
[PTHR11040:SF140]: ZINC TRANSPORTER 11;
[PF02535]: ZIP Zinc transporter"
"Mpcki1_Rep.Up"	275	"Mp7g04390"	"MpABCB10|MpABC77"	"Mp7g04390 [MpABCB10|MpABC77]"	"[K05658]: ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2];
[KOG0055]: Multidrug/pheromone exporter, ABC superfamily; [Q];
[PTHR43394:SF5];
[PTHR43394]: ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL;
[PF00664]: ABC transporter transmembrane region;
[PF00005]: ABC transporter"
"Mpcki1_Rep.Up"	276	"Mp7g04670"	"MpNBS-LRR20"	"Mp7g04670 [MpNBS-LRR20]"	"[KOG4658]: Apoptotic ATPase; N-term missing; [T];
[KOG2029]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR11017:SF413]: TMV RESISTANCE PROTEIN N-LIKE;
[PTHR11017]: LEUCINE-RICH REPEAT-CONTAINING PROTEIN;
[PF00931]: NB-ARC domain"
"Mpcki1_Rep.Up"	277	"Mp7g04940"	""	""	"[PTHR34687]: CHAPERONE PROTEIN DNAJ-LIKE PROTEIN;
[PTHR34687:SF1]: CHAPERONE PROTEIN DNAJ-LIKE PROTEIN"
"Mpcki1_Rep.Up"	278	"Mp7g05040"	"MpEXL6"	"Mp7g05040 [MpEXL6]"	"[PTHR31279:SF55];
[PTHR31279]: PROTEIN EXORDIUM-LIKE 5;
[PF04674]: Phosphate-induced protein 1 conserved region"
"Mpcki1_Rep.Up"	279	"Mp7g05200"	""	""	"[PTHR31676]: T31J12.3 PROTEIN-RELATED;
[PTHR31676:SF71]: EXPRESSED PROTEIN;
[PF04398]: Protein of unknown function, DUF538"
"Mpcki1_Rep.Up"	280	"Mp7g06170"	""	""	"[PTHR33565]: DORMANCY-ASSOCIATED PROTEIN 1;
[PTHR33565:SF2]: DORMANCY-ASSOCIATED PROTEIN 1;
[PF05564]: Dormancy/auxin associated protein"
"Mpcki1_Rep.Up"	281	"Mp7g07070"	""	""	""
"Mpcki1_Rep.Up"	282	"Mp7g07250"	""	""	"[PTHR22835]: ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN;
[PTHR22835:SF117]: BNAA06G32900D PROTEIN;
[PF00657]: GDSL-like Lipase/Acylhydrolase"
"Mpcki1_Rep.Up"	283	"Mp7g07330"	""	""	""
"Mpcki1_Rep.Up"	284	"Mp7g07370"	""	""	""
"Mpcki1_Rep.Up"	285	"Mp7g07710"	""	""	"[KOG4249]: Uncharacterized conserved protein; [S];
[PTHR12770]: RUS1 FAMILY PROTEIN C16ORF58;
[PTHR12770:SF27]: PROTEIN ROOT UVB SENSITIVE 5;
[PF04884]: Vitamin B6 photo-protection and homoeostasis"
"Mpcki1_Rep.Up"	286	"Mp7g08040"	""	""	"[K22374]: DMAS1; 3''-deamino-3''-oxonicotianamine reductase [EC:1.1.1.285];
[KOG1577]: Aldo/keto reductase family proteins; [R];
[PTHR11732]: ALDO/KETO REDUCTASE;
[PTHR11732:SF467]: OSJNBA0064H22.3 PROTEIN;
[PF00248]: Aldo/keto reductase family"
"Mpcki1_Rep.Up"	287	"Mp7g08390"	""	""	"[K17278]: PGRMC1_2; membrane-associated progesterone receptor component;
[KOG1110]: Putative steroid membrane receptor Hpr6.6/25-Dx; N-term missing; [R];
[PTHR10281:SF94]: MEMBRANE STEROID-BINDING PROTEIN 2;
[PTHR10281]: MEMBRANE-ASSOCIATED PROGESTERONE RECEPTOR COMPONENT-RELATED;
[PF00173]: Cytochrome b5-like Heme/Steroid binding domain"
"Mpcki1_Rep.Up"	288	"Mp7g08860"	""	""	"[PF15697]: Domain of unknown function (DUF4666)"
"Mpcki1_Rep.Up"	289	"Mp7g09780"	"MpGPAT6b"	"Mp7g09780 [MpGPAT6b]"	"[PTHR15486]: ANCIENT UBIQUITOUS PROTEIN;
[PTHR15486:SF25]: GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE RAM2;
[PF12710]: haloacid dehalogenase-like hydrolase;
[PF01553]: Acyltransferase"
"Mpcki1_Rep.Up"	290	"Mp7g10210"	""	""	"[PTHR30289:SF1]: PEBP (PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN) FAMILY PROTEIN;
[PTHR30289]: UNCHARACTERIZED PROTEIN YBCL-RELATED;
[PF01161]: Phosphatidylethanolamine-binding protein"
"Mpcki1_Rep.Up"	291	"Mp7g10840"	""	""	""
"Mpcki1_Rep.Up"	292	"Mp7g10940"	""	""	"[K13993]: HSP20; HSP20 family protein;
[KOG0710]: Molecular chaperone (small heat-shock protein Hsp26/Hsp42); N-term missing; [O];
[PTHR11527]: HEAT-SHOCK PROTEIN 20 FAMILY MEMBER;
[PTHR11527:SF305]: 17.6 KDA CLASS I HEAT SHOCK PROTEIN 1-RELATED;
[PF00011]: Hsp20/alpha crystallin family"
"Mpcki1_Rep.Up"	293	"Mp7g12620"	""	""	"[K14684]: SLC25A23S; solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41;
[KOG0764]: Mitochondrial FAD carrier protein; [C];
[PTHR24089]: SOLUTE CARRIER FAMILY 25;
[PTHR24089:SF348]: ADENINE NUCLEOTIDE TRANSPORTER BT1, CHLOROPLASTIC/MITOCHONDRIAL;
[PF00153]: Mitochondrial carrier protein"
"Mpcki1_Rep.Up"	294	"Mp7g13490"	""	""	"[KOG0472]: Leucine-rich repeat protein; [S];
[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48006]: LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED;
[PF00560]: Leucine Rich Repeat;
[PF13855]: Leucine rich repeat;
[PF08263]: Leucine rich repeat N-terminal domain"
"Mpcki1_Rep.Up"	295	"Mp7g13910"	"MpHKT"	"Mp7g13910 [MpHKT]"	"[KOG1341]: Na+/K+ transporter; N-term missing; [P];
[PTHR31064]: POTASSIUM TRANSPORT PROTEIN DDB_G0292412-RELATED;
[PF02386]: Cation transport protein"
"Mpcki1_Rep.Up"	296	"Mp7g14100"	""	""	"[K17893]: AOX1, AOX2; ubiquinol oxidase [EC:1.10.3.11];
[PTHR31803:SF7]: UBIQUINOL OXIDASE 3, MITOCHONDRIAL;
[PTHR31803]: ALTERNATIVE OXIDASE;
[PF01786]: Alternative oxidase"
"Mpcki1_Rep.Up"	297	"Mp7g14370"	""	""	"[K00036]: G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];
[KOG0563]: Glucose-6-phosphate 1-dehydrogenase; [G];
[PTHR23429]: GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE  G6PD;
[PTHR23429:SF16]: GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE;
[PF00479]: Glucose-6-phosphate dehydrogenase, NAD binding domain;
[PF02781]: Glucose-6-phosphate dehydrogenase, C-terminal domain"
"Mpcki1_Rep.Up"	298	"Mp7g14890"	"MpPKS/CHS20"	"Mp7g14890 [MpPKS/CHS20]"	"[K00660]: CHS; chalcone synthase [EC:2.3.1.74];
[PTHR11877:SF14]: CHALCONE SYNTHASE;
[PTHR11877]: HYDROXYMETHYLGLUTARYL-COA SYNTHASE;
[PF00195]: Chalcone and stilbene synthases, N-terminal domain;
[PF02797]: Chalcone and stilbene synthases, C-terminal domain"
"Mpcki1_Rep.Up"	299	"Mp7g15000"	"MpPOD156"	"Mp7g15000 [MpPOD156]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235]: PEROXIDASE 25-RELATED;
[PTHR31235:SF163]: PEROXIDASE;
[PF00141]: Peroxidase"
"Mpcki1_Rep.Up"	300	"Mp7g16230"	""	""	"[KOG1603]: Copper chaperone; [P];
[PTHR22814:SF272];
[PTHR22814]: COPPER TRANSPORT PROTEIN ATOX1-RELATED;
[PF00403]: Heavy-metal-associated domain"
"Mpcki1_Rep.Up"	301	"Mp7g16250"	"MpRLK-Pelle_SD-2b6"	"Mp7g16250 [MpRLK-Pelle_SD-2b6]"	"[KOG1187]: Serine/threonine protein kinase; [T];
[PTHR47974]: OS07G0415500 PROTEIN;
[PF00069]: Protein kinase domain;
[PF00187]: Chitin recognition protein"
"Mpcki1_Rep.Up"	302	"Mp7g16260"	"MpABCG27|MpABC83"	"Mp7g16260 [MpABCG27|MpABC83]"	"[KOG0065]: Pleiotropic drug resistance proteins (PDR1-15), ABC superfamily; [Q];
[PTHR19241]: ATP-BINDING CASSETTE TRANSPORTER;
[PTHR19241:SF630]: ATP-BINDING CASSETTE TRANSPORTER;
[PF01061]: ABC-2 type transporter;
[PF00005]: ABC transporter"
"Mpcki1_Rep.Up"	303	"Mp7g16580"	""	""	"[K04859]: CACNA2D2; voltage-dependent calcium channel alpha-2/delta-2;
[KOG2353]: L-type voltage-dependent Ca2+ channel, alpha2/delta subunit; C-term missing; [PT];
[PTHR10166:SF37]: STRAIGHTJACKET, ISOFORM C;
[PTHR10166]: VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED"
"Mpcki1_Rep.Up"	304	"Mp7g18420"	"MpABC85"	"Mp7g18420 [MpABC85]"	"[KOG0059]: Lipid exporter ABCA1 and related proteins, ABC superfamily; [IR];
[PTHR19229]: ATP-BINDING CASSETTE TRANSPORTER SUBFAMILY A  ABCA;
[PTHR19229:SF228]: OS08G0398300 PROTEIN;
[PF12698]: ABC-2 family transporter protein;
[PF00005]: ABC transporter"
"Mpcki1_Rep.Up"	305	"Mp7g18470"	""	""	""
"Mpcki1_Rep.Up"	306	"Mp7g19240"	"MpEXL3"	"Mp7g19240 [MpEXL3]"	"[PTHR31279]: PROTEIN EXORDIUM-LIKE 5;
[PTHR31279:SF55];
[PF04674]: Phosphate-induced protein 1 conserved region"
"Mpcki1_Rep.Up"	307	"Mp7g19250"	"MpEXL1"	"Mp7g19250 [MpEXL1]"	"[PTHR31279:SF55];
[PTHR31279]: PROTEIN EXORDIUM-LIKE 5;
[PF04674]: Phosphate-induced protein 1 conserved region"
"Mpcki1_Rep.Up"	308	"Mp8g00830"	""	""	"[KOG1471]: Phosphatidylinositol transfer protein SEC14 and related proteins; [I];
[PTHR45657:SF1]: CRAL-TRIO DOMAIN-CONTAINING PROTEIN YKL091C-RELATED;
[PTHR45657]: CRAL-TRIO DOMAIN-CONTAINING PROTEIN YKL091C-RELATED;
[PF00650]: CRAL/TRIO domain;
[PF03765]: CRAL/TRIO, N-terminal domain"
"Mpcki1_Rep.Up"	309	"Mp8g00860"	""	""	"[PTHR31213];
[PF00407]: Pathogenesis-related protein Bet v 1 family"
"Mpcki1_Rep.Up"	310	"Mp8g02940"	""	""	"[K17470]: SULTR1; sulfate transporter 1, high-affinity;
[KOG0236]: Sulfate/bicarbonate/oxalate exchanger SAT-1 and related transporters (SLC26 family); [P];
[PTHR11814:SF235];
[PTHR11814]: SULFATE TRANSPORTER;
[PF01740]: STAS domain;
[PF00916]: Sulfate permease family"
"Mpcki1_Rep.Up"	311	"Mp8g03220"	""	""	"[K15102]: SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3;
[KOG0760]: Mitochondrial carrier protein MRS3/4; [C];
[PTHR45671]: SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER PHOSPHATE CARRIER), MEMBER 3, LIKE-RELATED-RELATED;
[PTHR45671:SF24]: PHOSPHATE CARRIER PROTEIN;
[PF00153]: Mitochondrial carrier protein"
"Mpcki1_Rep.Up"	312	"Mp8g03370"	""	""	""
"Mpcki1_Rep.Up"	313	"Mp8g04240"	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mpcki1_Rep.Up"	314	"Mp8g04890"	""	""	"[PTHR47679]: PROTEIN TORNADO 1;
[PF08477]: Ras of Complex, Roc, domain of DAPkinase"
"Mpcki1_Rep.Up"	315	"Mp8g05420"	""	""	"[KOG1187]: Serine/threonine protein kinase; N-term missing; [T];
[KOG0472]: Leucine-rich repeat protein; [S];
[PTHR48006]: LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED;
[PF00560]: Leucine Rich Repeat;
[PF08263]: Leucine rich repeat N-terminal domain;
[PF00069]: Protein kinase domain;
[PF13855]: Leucine rich repeat"
"Mpcki1_Rep.Up"	316	"Mp8g06590"	""	""	"[PTHR22835:SF604]: OS01G0216300 PROTEIN;
[PTHR22835]: ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN;
[PF00657]: GDSL-like Lipase/Acylhydrolase"
"Mpcki1_Rep.Up"	317	"Mp8g06610"	""	""	"[PF14200]: Ricin-type beta-trefoil lectin domain-like"
"Mpcki1_Rep.Up"	318	"Mp8g07110"	""	""	"[KOG3989]: Beta-2-glycoprotein I; [W];
[PTHR10989:SF16]: AT02829P-RELATED;
[PTHR10989]: ANDROGEN-INDUCED PROTEIN 1-RELATED;
[PF04750]: FAR-17a/AIG1-like protein"
"Mpcki1_Rep.Up"	319	"Mp8g07500"	"MpPOD166"	"Mp8g07500 [MpPOD166]"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235:SF156]: PEROXIDASE;
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mpcki1_Rep.Up"	320	"Mp8g08370"	""	""	"[PTHR46301:SF2]: PROTEIN UNUSUAL FLORAL ORGANS;
[PTHR46301]: F-BOX/KELCH-REPEAT PROTEIN;
[PF00646]: F-box domain"
